ID,Name,Reference,Category,Price,Description,Sector,Usage,Technical Sheet,Safety Sheet,Image 1
1002,ECO FLOOR,PC-EL-002,productos-certificados,21,"Limpiador superficies. Ecolabel, Apto para uso en Industria Alimentaria.",Productos Certificados,Línea Ecolabel Completa,/fichas-tecnicas/ECO FLOOR FT ES.pdf,/fichas-seguridad/ECO FLOOR FS ES.pdf,
1003,ECO CITTRIC,PC-EL-003,productos-certificados,22,"Limpiador sin espuma. Ecolabel, Apto para uso en Industria Alimentaria.",Productos Certificados,Línea Ecolabel Completa,/fichas-tecnicas/ECO CITTRIC FT ES.pdf,/fichas-seguridad/ECO CITTRIC FS ES.pdf,
1004,ECO NEET,PC-EL-004,productos-certificados,17,"Vajillas manual. Ecolabel, Apto para uso en Industria Alimentaria.",Productos Certificados,Línea Ecolabel Completa,/fichas-tecnicas/ECO NEET FT ES.pdf,/fichas-seguridad/ECO NEET FS ES.pdf,
1005,ECO CRISS,PC-EL-005,productos-certificados,16,Limpiacristales. Ecolabel.,Productos Certificados,Línea Ecolabel Completa,/fichas-tecnicas/ECO CRISS FT ES.pdf,/fichas-seguridad/ECO CRISS FS ES.pdf,
1006,ECO MATTIC,PC-EL-006,productos-certificados,26,"Vajillas automáticas universal. Ecolabel, Apto para uso en Industria Alimentaria.",Productos Certificados,Línea Ecolabel Completa,/fichas-tecnicas/ECO MATTIC FT ES.pdf,/fichas-seguridad/ECO MATTIC FS ES.pdf,
1007,ECO BRILL,PC-EL-007,productos-certificados,21,"Abrillantador universal. Ecolabel, Apto para uso en Industria Alimentaria.",Productos Certificados,Línea Ecolabel Completa,/fichas-tecnicas/ECO BRILL FT ES.pdf,/fichas-seguridad/ECO BRILL FS ES.pdf,
1008,DEGREASER,PC-EL-008,productos-certificados,26,"Desengrasante. Ecolabel, Apto para uso en Industria Alimentaria.",Productos Certificados,Línea Ecolabel Completa,/fichas-tecnicas/DEGREASER FT ES.pdf,/fichas-seguridad/DEGREASER FS ES.pdf,
1009,LUX,PC-EL-009,productos-certificados,17,"Limpiador multiusos. Ecolabel, Apto para uso en Industria Alimentaria.",Productos Certificados,Línea Ecolabel Completa,/fichas-tecnicas/LUX FT ES.pdf,/fichas-seguridad/LUX FS ES.pdf,
1010,BLUE,PC-EL-010,productos-certificados,18,"Limpiador anticalcáreo. Ecolabel, Apto para uso en Industria Alimentaria.",Productos Certificados,Línea Ecolabel Completa,/fichas-tecnicas/BLUE FT ES.pdf,/fichas-seguridad/BLUE FS ES.pdf,
1011,SCAL,PC-EL-011,productos-certificados,19,Gel antical W.C. Ecolabel.,Productos Certificados,Línea Ecolabel Completa,,https://drive.google.com/file/d/1GeAYHFHY6oFNFg38PNyxiQZVlSc5kliJ/view?usp=drivesdk,
1012,SOAP,PC-EL-012,productos-certificados,13,Gel de manos. Ecolabel.,Productos Certificados,Línea Ecolabel Completa,,/fichas-seguridad/SOAP FS ES.pdf,
1013,Línea Concentrados Ecolabel (ED y CT),PC-ELC-001,productos-certificados,0,Ultraconcentrados para sistemas dosificación. EU Ecolabel.,Productos Certificados,Línea Concentrados Ecolabel,,,
1014,AMPHOS,PC-BIO-001,productos-certificados,45,"Desinfectante (exento de amonios cuaternarios). Biocida Viricida, N° DGSP 20-20/40-07293.",Productos Certificados,Biocidas (AEMPS / DGSP),/fichas-tecnicas/AMPHOS FT ES.pdf,/fichas-seguridad/AMPHOS FS ES.pdf,
1015,BIOXEL,PC-BIO-002,productos-certificados,50,"Desinfectante (amonios cuaternarios). Biocida Viricida, N° DG SP 21-20/40-02978.",Productos Certificados,Biocidas (AEMPS / DGSP),/fichas-tecnicas/BIOXEL FT ES.pdf,/fichas-seguridad/BIOXEL FS ES.pdf,
1016,DENGRAS FOOD,PC-BIO-003,productos-certificados,48,"Desengrasante desinfectante. Biocida Viricida, N° DGSP 21-20/40-05020.",Productos Certificados,Biocidas (AEMPS / DGSP),/fichas-tecnicas/DENGRAS FOOD FT ES.pdf,/fichas-seguridad/DENGRAS FOOD FS ES.pdf,
1017,DENCLOR S/E,PC-BIO-004,productos-certificados,38,"Desengrasante clorado sin espuma (CIP). Biocida (Clorado), N° DGSP 16-20/40-03564-HA.",Productos Certificados,Biocidas (AEMPS / DGSP),/fichas-tecnicas/DENCLOR SE FT ES.pdf,/fichas-seguridad/DENCLOR SE FS ES.pdf,
1018,ASEPTIC GEL,PC-BIO-005,productos-certificados,20,"Gel hidroalcohólico (piel sana). Biocida (Antiséptico), N° REG AEMPS 781-DES.",Productos Certificados,Biocidas (AEMPS / DGSP),,,
1019,ASEPTIC LOCIÓN,PC-BIO-006,productos-certificados,22,"Loción hidroalcohólica (piel sana). Biocida (Antiséptico), N° REG AEMPS 975-DES.",Productos Certificados,Biocidas (AEMPS / DGSP),/fichas-tecnicas/ASEPTIC LOCION FT ES.pdf,/fichas-seguridad/ASEPTIC LOCIÓN FS ES.pdf,
1020,BATOXEL,PC-BIO-007,productos-certificados,32,"Desinfectante desodorizante (baños). Biocida Viricida, N° DGSP. 19-20/40-04377.",Productos Certificados,Biocidas (AEMPS / DGSP),/fichas-tecnicas/BATOXEL FT ES.pdf,/fichas-seguridad/BATOXEL FS ES.pdf,
1021,PICLOR POLV,PC-BIO-008,productos-certificados,30,"Cloro polvo. Biocida Piscina, Desinfección, N° DE REGISTRO DGSB 19-60-07000.",Productos Certificados,Piscinas (Cloro),,/fichas-seguridad/PICLOR POLV FS ES.pdf,
1022,PICLOR G,PC-BIO-009,productos-certificados,32,"Cloro granulado. Biocida Piscina, Desinfección, N° DE REGISTRO DGSP 19-60-07000.",Productos Certificados,Piscinas (Cloro),,/fichas-seguridad/PICLOR G FS ES.pdf,
1023,PICLOR T,PC-BIO-010,productos-certificados,35,"Cloro tabletas (200 gr). Biocida Piscina, Desinfección, N° DE REGISTRO DGSB 20-40-07442.",Productos Certificados,Piscinas (Cloro),,/fichas-seguridad/PICLOR T FS ES.pdf,
1024,PICLOR MA,PC-BIO-011,productos-certificados,38,"Cloro multiacción tabletas (200 gr). Biocida Piscina, Desinfección, N° DE REGISTRO D GSP 20-60-07441.",Productos Certificados,Piscinas (Cloro),,/fichas-seguridad/PICLOR MA FS ES.pdf,
1025,PICLOR RAP,PC-BIO-012,productos-certificados,33,"Cloro disolución rápida. Biocida Piscina, Tratamientos rápidos de choque, N° DE REGISTRO DGSR 19-00-0700/.",Productos Certificados,Piscinas (Cloro),,/fichas-seguridad/PICLOR RAP FS ES.pdf,
1026,PICLOR LIQ,PC-BIO-013,productos-certificados,25,"Cloro líquido. Biocida Piscina, Desinfección, N° DE REGISTRO 18-60-09658.",Productos Certificados,Piscinas (Cloro),,/fichas-seguridad/PICLOR LIQ FS ES.pdf,
